index,Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,toxicity
1108,Eye cream,IT COSMETICS,"Bye Bye Under Eye Eye Cream™ Smooths, Brightens, Depuffs",48,3.7,"Water, Cyclopentasiloxane, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Dimethicone, Niacinamide, Cetearyl Alcohol, Peg-40 Stearate, Palmitic Acid, Stearic Acid, Polysorbate 60, Macadamia Ternifolia Seed Oil, Cetyl Ethylhexanoate, Glyceryl Stearate, Glycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Sodium Hyaluronate, Acetyl Hexapeptide-8, Copper Gluconate, Collagen, Tea-Cocoyl Glutamate, Palmitoyl Pentapeptide-4, Copper Tripeptide-1, Biotin, Caffeine, Magnesium Aspartate, Zinc Gluconate, Sodium Ascorbyl Phosphate, Sodium Lauroyl Lactylate, Ceramide Np, Ceramide Ap, Phytosphingosine, Cholesterol, Xanthan Gum, Ceramide Eop, Retinol, Tocopheryl Acetate, Ascorbic Acid, Aloe Barbadensis Leaf Extract, Anthemis Nobilis Flower Extract, Curcuma Longa (Turmeric) Root Extract, Squalane, Spirulina Platensis Extract, Algae Extract, Cucumis Sativus (Cucumber) Fruit Extract, Colloidal Oatmeal, Propylene Glycol, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Lecithin, Caprylic/Capric Triglyceride, Creatine, Simmondsia Chinensis (Jojoba) Seed Oil, Vaccinium Angustifolium (Blueberry) Fruit Extract, Sea Water, Panthenol, Polyglutamic Acid, Methionine, Lysine, Leucine, Histidine, Isoleucine, Arginine, Disodium EDTA, Polyacrylate-13, Polyisobutene, Polysorbate 20, Sorbitan Isostearate, Tromethamine, Sorbitan Stearate, Benzophenone-5, Cholesteryl Nonanoate, Cholesteryl Isostearate, Cholesteryl Chloride, Phenylalanine, Threonine, Valine, Saccharide Isomerate, Tryptophan, Elaeis Guineensis (Palm) Butter, Sorbitol, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenyl Trimethicone, Citric Acid, Alcohol, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Chlorphenesin, Potassium Sorbate, Blue No. 1 (Ci 42090).",1,1,1,1,1,High
1110,Eye cream,DR. DENNIS GROSS SKINCARE,Ferulic + Retinol Triple Correction Eye Serum,69,3.8,"Water, Propylene Glycol, Ethoxydiglycol, Centella Asiatica Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Ferulic Acid, Retinol, Potassium Azeloyl Diglycinate, Arctostaphylos Uva Ursi Leaf Extract, Arbutin, Morus Nigra Fruit Extract, Salix Alba (Willow) Bark Extract, Quercetin, Caffeine, Ubiquinone, Sodium Hyaluronate, Salicylic Acid, Glycolic Acid, Mandelic Acid, Panthenol, Butylene Glycol, Glycerin, Disodium Lauriminodipropionate Tocopheryl Phosphates, Lecithin, Tetrapeptide-21, Acrylates/Carbamate Copolymer, Disodium EDTA, PVM/MA Decadiene Crosspolymer, Urea, Polysorbate 20, BHT, Potassium Hydroxide, Phenoxyethanol, Iron Oxides (CI 77491, CI 77492, CI77499).",1,1,1,1,1,High
1124,Eye cream,ESTÉE LAUDER,Advanced Night Repair Eye Concentrate Matrix,69,3.2,"Advanced Night Rpr Eye Conc Matrix Division: El (Estee Lauder)Ingredients: Water , Dimethicone , Isohexadecane , Glycerin , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Peg-10 Dimethicone , Disteardimonium Hectorite , Isopropyl Isostearate , Ppg-15 Stearyl Ether , Sucrose , Trehalose , Pentylene Glycol , Hydroxyethyl Urea , Cucumis Sativus (Cucumber) Fruit Extract , Garcinia Mangostana Peel Extract , Anthemis Nobilis (Chamomile) Flower Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Silybum Marianum (Lady'S Thistle) Extract , Glycine Soja (Soybean) Seed Extract , Lactobacillus Ferment , Algae Extract , Sorbitol , Betula Alba (Birch) Extract , Scutellaria Baicalensis Root Extract , Morus Bombycis (Mulberry) Root Extract , Poria Cocos Sclerotium Extract , Camelina Sativa Seed Oil , Bifida Ferment Lysate , Propylene Glycol Dicaprate , Caffeine , Sodium Hyaluronate , Sodium Polyaspartate , Hydrogenated Lecithin , Aminopropyl Ascorbyl Phosphate , Phytosphingosine , Yeast Extract/Faex/Extrait De Levure , Ethylhexylglycerin , Sodium Rna , Hydrolyzed Algin , Tripeptide-32 , Polysilicone-11 , Isododecane , Tocopheryl Acetate , Helianthus Annuus (Sunflower) Seedcake , Polyethylene , Propylene Carbonate , Polyacrylate Crosspolymer-6 , Sodium Dehydroacetate , Potassium Sorbate , Lecithin , Disodium Edta , Bht , Phenoxyethanol , Iron Oxides (Ci 77491)",1,1,1,1,0,High
1134,Eye cream,PETER THOMAS ROTH,Mega Rich Intensive Anti-Aging Cellular Eye Creme,65,4.2,"Water, Glycerin, Glyceryl Stearate, Caprylic/Capric Triglyceride, Cetyl Alcohol, Propylene Glycol Stearate, Polyacrylamide, Peg-8 Beeswax, Peg-40 Hydrogenated Castor Oil, Acetyl Hexapeptide-8, Palmitoyl Tripeptide-5, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Ceramide 3, Tocopheryl Acetate, Ascorbyl Methylsilanol Pectinate, Ascorbyl Glucoside, Retinyl Palmitate, Panthenol, Soluble Collagen, Elastin, Allantoin, Sodium Hyaluronate, Sodium Pca, Superoxide Dismutase, Camellia Sinensis Leaf Extract, Aloe Barbadensis Leaf Juice, Lactic Acid, Linolenic Acid, Squalane, Butyrospermum Parkii Butter, Oleic Acid, Wheat Amino Acids, Dimethicone, Hydroxyproline, Linoleic Acid, Isomerized Linoleic Acid, C13-14 Isoparaffin, Echinacea Purpurea Extract, Rosa Canina Fruit Oil, Viola Tricolor Extract, Foeniculum Vulgare Seed Extract, Persea Gratissima Oil, Butylene Glycol, Polysorbate 20, Laureth-7, Maleic Acid, Sorbic Acid, Triethanolamine, Benzoic Acid, Edta, Carbomer, Leuconostoc/Radish Root Ferment Filtrate, Tartaric Acid, Steapyrium Chloride, Disodium Edta, Propylene Glycol, Quaternium-15, Phenoxyethanol, Diazolidinyl Urea, Ethylparaben, Propylparaben, Butylparaben, Isobutylparaben, Methylparaben.",0,0,0,0,0,High
1156,Eye cream,KIEHL'S SINCE 1851,Powerful Wrinkle Reducing Eye Cream,43,3.9,"Water, Glycerin, Cyclohexasiloxane, Propylene Glycol, Cetyl Alcohol, Stearyl Alcohol, Squalane, Stearic Acid, Palmitic Acid, Peg-100 Stearate, Beeswax, Glyceryl Stearate, Nylon-12, Aluminum Starch Octenylsuccinate, Peg-20 Stearate, Phenoxyethanol, Butylene Glycol, Methyl Methacrylate Crosspolymer, Caprylyl Glycol, Panthenol, Tocopheryl Acetate, Chlorphenesin, Caffeine, Sodium Hyaluronate, Calcium Pca, Acrylates Copolymer, Adenosine, Sodium Hydroxide, Hydroxypalmitoyl Sphinganine, Copper Pca, Alteromonas Ferment Extract, Corallina Officinalis Extract.",1,1,1,1,1,High
1163,Eye cream,CLINIQUE,Repairwear Laser Focus Wrinkle Correcting Eye Cream,45,3.9,"Water , Squalane , Butylene Glycol , Ethylhexyl Palmitate , Glycerin , Caprylic/Capric/Myristic/Stearic Triglyceride , Dimethicone , Methyl Gluceth-20 , Peg-100 Stearate , Cetyl Alcohol , Glyceryl Stearate , Peg-8 , Polymethylsilsesquioxane , Hydrogenated Lecithin , Hypnea Musciformis (Algae) Extract , Gellidiela Acerosa (Algae) Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Crithmum Maritimum Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Chlorella Vulgaris Extract , Cucumis Sativus (Cucumber) Fruit Extract , Rosmarinus Officinalis (Rosemary) Leaf Extract , Padina Pavonica Thallus Extract , Laminaria Digitata Extract , Camellia Sinensis Leaf Extract , Saccharomyces Ferment Filtrate , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Hydrogenated Vegetable Oil , Micrococcus Lysate , Persea Gratissima (Avocado) Sterols , Ergothioneine , Biotin , Acetyl Glucosamine , Caffeine , Lecithin , Palmitoyl Oligopeptide , Glyceryl Polymethacrylate , Caprylic/Capric Triglyceride , Polysilicone-11 , Propylene Glycol Dicaprate , Tocopheryl Acetate , Sucrose , Trehalose , Pentylene Glycol , Carbomer , Helianthus Annuus (Sunflower) Seedcake , Tromethamine , Phytosphingosine , Tetrahexyldecyl Ascorbate , Cholesterol , Zinc Pca , Hexylene Glycol , Hydroxyethylcellulose , Sodium Hyaluronate , Potassium Sulfate , Citric Acid , Caprylyl Glycol , Sodium Citrate , Disodium Distyrylbiphenyl Disulfonate , Disodium Edta , Phenoxyethanol , Titanium Dioxide (Ci 77891) Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0,0,0,0,0,High
1164,Eye cream,FRESH,Lotus Eye Gel,48,3.8,"Sea Water, Butylene Glycol, Caprylic/Capric/Succinic Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium Polyacrylate, Nelumbo Nucifera Flower Extract, Coffea Arabica (Coffee) Extract, Porphyrydium Cruentum Extract, Ginkgo Biloba Leaf Extract, Citrus Medica Limonum (Lemon) Peel Oil, Cucumis Sativus (Cucumber) Fruit Extract, Vitis Vinifera (Grape) Seed Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Extract, Helianthus Annuus (Sunflower) Seed Oil, Retinyl Palmitate, Tocopherol, Chlorphenesin, Tetrasodium Edta, Propylene Glycol, Caprylic/Capric Triglyceride, Tocopheryl Acetate, Carbomer, Magnesium Ascorbyl Phosphate, Phenoxyethanol, Polysorbate 20, Ceratonia Siliqua Gum, Hydroxyethylcellulose, Limonene.",1,1,1,0,0,High
1174,Eye cream,BEAUTYBIO,Illuminating Bright Eyes Gels + Silky Mask Beauty Sleep Set,25,4.3,"Water, Glycerin, Colloidal Silver, Propylene Glycol, Betaine, Hamamelis Virginiana Extract, Chondrus Crispus Powder, Mica, Niacinamide, Glucomannan, Xanthan Gum, Aloe Yohjyu Matsu Ekisu, Hydrolyzed Collagen, Phenoxyethanol, Diazolidinyl Urea, Algin, Potassium Chloride, Citric Acid, Potassium Citrate, Sodium Hyaluronate, Pearl Powder, Iodopropynyl Butylcarbamate, Fragrance.",0,0,0,0,0,High
1193,Eye cream,ESTÉE LAUDER,Advanced Time Zone Age Reversing Line/Wrinkle Eye Creme,64,3.5,"Adv Timezone Age Rvr Lw Eye Crm Division: El (Estee Lauder)Ingredients: Water , Butyrospermum Parkii (Shea Butter) , Polyethylene , Cetyl Esters , Dicaprylyl Carbonate , Hydrogenated Polyisobutene , Cetearyl Alcohol , Isostearyl Neopentanoate , Sucrose , Propanediol , Butylene Glycol , Tamarindus Indica Seed Extract , Polygonum Cuspidatum Root Extract , Hydrolyzed Rice Extract , Vitis Vinifera (Grape) Seed Extract , Rosmarinus Officinalis (Rosemary) Extract , Selaginella Tamariscina (Spike Moss) Extract , Humulus Lupulus (Hops) Extract , Citrus Reticulata (Tangerine) Peel Extract , Punica Granatum (Pomegranate) Fruit Juice , Limonium Vulgare Flower/Leaf/Stem Extract , Yeast Extract/Faex/Extrait De Levure , Tocopheryl Acetate , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Lens Esculenta (Lentil) Fruit Extract , Hydrogenated Lecithin , Phytantriol , Cucumis Sativus (Cucumber) Fruit Extract , Trehalose , Methyl Glucose Sesquistearate , Acetyl Glucosamine , Cetearyl Glucoside , Citrullus Vulgaris (Watermelon) Fruit Extract , Cetyl Alcohol , Centaurium Erythraea (Centaury) Extract , Glycerin , Propylene Glycol Dicaprate , Caprylic/Capric Triglyceride , Sodium Pca , Helianthus Annuus (Sunflower) Seedcake , Caffeine , Aminomethyl Propanol , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Polybutene , Sodium Hyaluronate , Dimethicone , Pyrus Malus (Apple) Fruit Extract , Lauryl Pca , Hexylene Glycol , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Acetyl Hexapeptide-8 , Cholesterol , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Sodium Lactate , Peg-100 Stearate , Propylene Glycol Dicaprylate , Persea Gratissima (Avocado) Oil , Phospholipids , Salicornia Herbacea Extract , Cucumis Melo (Melon) Fruit Extract , Linoleic Acid , Phytosteryl Canola Glycerides , Decarboxy Carnosine Hcl , Oleic Acid , Palmitic Acid , Caprylyl Glycol , Carbomer , Stearic Acid , Nordihydroguaiaretic Acid , Phytosphingosine , Triolein , Cyclodextrin , Potassium Sulfate , Linolenic Acid , Ethylbisiminomethylguaiacol Manganese Chloride , Disodium Edta , Bht , Potassium Sorbate , Phenoxyethanol , Mica , Titanium Dioxide (Ci 77891)",0,0,0,0,0,High
1198,Eye cream,KIEHL'S SINCE 1851,Youth Dose Eye Treatment,39,2.8,"Water, Dimethicone, Glycerin, Dimethicone/Vinyl Dimethicone Crosspolymer, Vinly Dimethicone/Methicone Silsesquioxane Crosspollymer, Hydroxypropyl Tetrahydropyrantriol, Isononyl Isononanoate, Propylene Glycol, Ascorbyl Glucoside, Octyldoecanol, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, Boron Nitride, CI 77891/Titanium Dioxide, Mica, Phenoxyethanol, PEG/PPPG-18/18 DImethicone, Silica Silylate, Hydrolyzed Soy protein, CI 77163/Bismuth Oxychloride, Sodium Hyaluronate, Chlorphenesin, Magnesium Sulfate, Sodium Hydroxide, Caffine, Retinyl Palmitate, Vitis Vinifer Seed Extract/Grape Seed Extract, Capryloyl Salicyclic Acid, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tetrasodium EDTA, CI 77491/Iron Oxides, Adenosine, Pentylene Glycol, Tocopherol.",1,1,1,1,1,High
1208,Eye cream,PETER THOMAS ROTH,Un-Wrinkle Eye,100,3.8,"Water, Glycerin, Boron Nitride, Cyclomethicone, Polysorbate 20, C12-15 Alkyl Benzoate, Cyclopentasiloxane, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetyl Octapeptide-3, Acetyl Hexapeptide-8, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-5, Tocopheryl Acetate, Retinyl Palmitate, Sodium Hyaluronate, Aloe Barbadensis Leaf Juice, Allantoin, Bht, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Helianthus Annuus (Sunflower) Seed Oil, Ethylhexylglycerin, Hexylene Glycol, Propylene Glycol, Peg-12 Dimethicone, Methyl Gluceth-20, Carbomer, Dimethicone, Disodium Edta, Sodium Hydroxide, Silica Dimethyl Silylate, Butylene Glycol, Triethanolamine, Potassium Sorbate, Caprylyl Glycol, Sodium Benzoate, Phenoxyethanol.",0,0,0,0,0,High
1211,Eye cream,PHILOSOPHY,Ultimate Miracle Worker Eye Cream,70,4.0,"Water, Glycerin, Dicaprylyl Carbonate, Isononyl Isononanoate, Methyl Methacrylate Crosspolymer, Dimethicone, Cyclopentasiloxane, Tribehenin Peg-20 Esters, Cetyl Alcohol, Isostearyl Isostearate, Trisiloxane, Glyceryl Stearate, Peg-100 Stearate, Cetyl Stearate, Stearic Acid, Bifida Ferment Lysate, Potassium Cetyl Phosphate, Phenoxyethanol, Dimethicone Crosspolymer, Caffeine, Chlorphenesin, Propylene Glycol, Carbomer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glycine Soja (Soybean) Oil, Sodium Hydroxide, Squalane, Hippophae Rhamnoides Oil, Iris Pallida Root Extract, Ruby Powder, Disodium Edta, Alcohol, Algae Extract, Mica, Lecithin, Ascorbyl Glucoside, Adenosine, Cellulose Gum, Ginkgo Biloba Leaf Extract, Retinol, Peg-8, Polysorbate 20, Polysorbate 60, Calcium Sodium Phosphosilicate, Bht, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Chitosan, Ethylhexylglycerin, Glycolic Acid, Sorbitan Oleate, Tocopherol, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Glucose, Lactic Acid, Behentrimonium Chloride, Glycyrrhiza Uralensis (Licorice) Root Extract, Sodium Benzoate, Ascorbyl Palmitate, Potassium Phosphate, Potassium Sorbate, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Isopropyl Alcohol, Acetic Acid, Angelica Archangelica Root Extract, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Citric Acid, Magnesium Aluminum Silicate, Xanthan Gum, Ascorbic Acid, Glycyrrhiza Glabra (Licorice) Rhizome/Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Caprylyl Glycol, Sclerotium Gum, Bha, Sorbic Acid, Titanium Dioxide (Ci 77891).",0,0,0,0,0,High
1214,Eye cream,CLINIQUE,Clinique Smart Custom-Repair Eye Treatment,50,3.7,"Water , Isododecane , Dimethicone , Cyclopentasiloxane , Polysilicone-11 , Butylene Glycol , Peg-10 Dimethicone , Morus Nigra (Mulberry) Root Extract , Citrus Grandis (Grapefruit) Peel Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Triticum Vulgare (Wheat) Germ Extract , Cucumis Sativus (Cucumber) Fruit Extract , Gentiana Lutea (Gentian) Root Extract , Hydrolyzed Rice Bran Extract , Hydrolyzed Rice Protein , Scutellaria Baicalensis Root Extract , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Cladosiphon Okamuranus Extract , Vitis Vinifera (Grape) Fruit Extract , Vitis Vinifera (Grape) Seed Extract , Plankton Extract , Acetyl Hexapeptide-8 , Palmitoyl Hexapeptide-12 , Peg-6 , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Algae Extract , Caffeine , Glycyrrhetinic Acid , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Acetyl Glucosamine , Cholesterol , Oryza Sativa (Rice) Bran Extract , Squalane , Lecithin , Helianthus Annuus (Sunflower) Seedcake , Glycine Soja (Soybean) Protein , Micrococcus Lysate , Hydrolyzed Prunus Domestica , Ergothioneine , Yeast Extract/Faex/Extrait De Levure , Isohexadecane , Ascorbyl Glucoside , Polysorbate 20 , Glycerin , Caprylyl Glycol , Ethylhexylglycerin , Propylene Glycol Dicaprate , Tocopheryl Acetate , Tromethamine , Polysorbate 80 , Glyceryl Polymethacrylate , Sodium Hyaluronate , Dimethoxytolyl Propylresorcinol , Dextrin , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Peg-8 , Silica , Sodium Rna , Disodium Edta , Phenoxyethanol , Mica , Titanium Dioxide (Ci 77891)",0,0,0,0,0,High
1224,Eye cream,PETER THOMAS ROTH,Power K Eye Rescue®,100,3.3,"Water, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Cyclomethicone, Dimethyl Isosorbide, Sodium Hyaluronate, Sodium PCA, Phytonadione (Vitamin K), Ubiquinone (Coenzyme Q10), Green Tea (Camellia Oleifera) Seed Extract, Chamomile Recutita (Matricaria) Flower Oil, Horse Chestnut (Aesculus Hippocastarium) Seed Extract, Arnica Montana Flower Extract, Oat (Avena Sativa) Kernel Extract, Butylene Glycol, Glycerin, Bioflavonoids, Kojic Acid, Canola Oil, Magnesium Ascorbyl Phosphate, Propylene Glycol, Carbomer, Mica, Titanium Dioxide, Atelocollagen, Sodium Chondroitin Sulfate, Iron Oxides, Phenoxyethanol, Methylparaben, Ethylparaben, Butylparaben, Propylparaben.",0,0,0,0,0,High
1236,Eye cream,VOLITION BEAUTY,Helix AM/PM Eye Gel,52,3.9,"Propylene Glycol, Cyclopentasiloxane, Water, Dimethicone Crosspolymer, Snail Secretion Filtrate, Butylene Glycol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Polysorbate 80, Phenoxyethanol, Ethylhexylglycerin, Fragrance, Limonene.",1,1,1,1,0,High
1237,Eye cream,PETER THOMAS ROTH,Retinol Fusion PM Eye Cream,55,3.7,"Water, Glyceryl Stearate, Caprylic/Capric Triglyceride, Cetyl Alcohol, Propylene Glycol Stearate, Cera Alba (Beeswax), Caffeine, Retinol, Butyrospermum Parkii (Shea) Butter, Persea Gratissima (Avocado) Oil, Ascorbic Acid, Retinyl Palmitate, Tocopheryl Acetate, Sodium Hyaluronate, Sodium PCA, BHT, Superoxide Dismutase, Squalane, Aloe Barbadensis Leaf Juice, Soluble Collagen, Hydrolyzed Elastin, Lecithin, Allantoin, Panthenol, Ceramide NP, Echinacea Purpurea Extract, Algae Extract, C13-14 Isoparaffin, Foeniculum Vulgare (Fennel) Seed Extract, Rosa Canina Fruit Oil, Viola Tricolor Extract, Camellia Sinensis Leaf Extract, Dimethicone, Helianthus Annuus (Sunflower) Seed Oil, Wheat Amino Acids, Potassium Phosphate, Leuconostoc/Radish Root Ferment Filtrate, Citric Acid, Disodium EDTA, Carbomer, Triethanolamine, Steapyrium Chloride, Polyacrylamide, Polysorbate 20, Oleic Acid, Soy Acid, Laureth-7, Ascorbyl Methylsilanol Pectinate, EDTA, Methylpropanediol, Butylene Glycol, Propylene Glycol, Potassium Sorbate, Sodium Benzoate, Pentylene Glycol, Alcohol, Phenoxyethanol.",1,1,1,1,1,High
1238,Eye cream,ESTÉE LAUDER,Resilience Lift Firming/Sculpting Eye Creme,65,3.3,"Res Lift Frm/Sclp Eye Creme Division: El (Estee Lauder)Ingredients: Water , Butyrospermum Parkii (Shea Butter) , Butylene Glycol , Dimethicone , Cetearyl Alcohol , Cetyl Esters , Glycerin , Cetyl Alcohol , Isostearyl Neopentanoate , Polybutene , Cucumis Melo (Melon) Fruit Extract , Mimosa Tenuiflora Bark Extract , Narcissus Tazetta Bulb Extract , Plankton Extract , Caffeine , Malachite , Laminaria Digitata Extract , Algae Extract , Artemia Extract , Persea Gratissima (Avocado) Oil , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Cholesterol , Yeast Extract/Faex/Extrait De Levure , Anthemis Nobilis (Chamomile) , Saccharomyces Ferment Lysate Filtrate , Acetyl Hexapeptide-8 , Lecithin , Methyl Glucose Sesquistearate , Sorbitol , Polyethylene , Cetearyl Glucoside , Neopentyl Glycol Diheptanoate , Acetyl Glucosamine , Caprylyl Glycol , Sodium Hyaluronate , 1,2-Hexanediol , Lauryl Pca , Linoleic Acid , Tocopheryl Acetate , Polymethyl Methacrylate , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Trehalose , Zinc Pca , Aminopropyl Ascorbyl Phosphate , Propylene Glycol Dicaprylate , Cholesterol/Potassium Sulfate , Decarboxy Carnosine Hcl , Maltodextrin , Ergothioneine , Polyaminopropyl Biguanide , Carbomer , Hydrogenated Starch Hydrolysate , Citric Acid , Sodium Hydroxide , Disodium Edta , Bht , Phenoxyethanol , Iron Oxides (Ci 77491, Ci 77492, Ci 77499) , Titanium Dioxide (Ci 77891) , Mica",0,0,0,0,0,High
1241,Eye cream,DERMADOCTOR,Wrinkle Revenge Eye Balm,50,4.1,"Water, Caprylic/Capric Triglyceride, Palmitoyl Pentapeptide-4, Hesperidin Methyl Chalcone, Steareth-20, Dipeptide-2, Palmitoyl Tetrapeptide-7, Camellia Sinensis (White Tea) Leaf Extract, Glycerin, Methyl Gluceth-20, Cetyl Alcohol, Glyceryl Stearate, Stearic Acid, Polyethylene, Sodium Stearoyl Lactylate, Caffeine, Sodium Hyaluronate, Sodium Ascorbyl Phosphate, Propylene Glycol, Macrocystis Pyrifera Extract, Spirulina Maxima Extract, Fucus Vesiculosus Extract, Chondrus Crispus (Carrageenan) Extract, Nasturtium Officinale Extract, Cetraria Islandica Extract, Vitis Vinifera (Grape) Seed Extract, llex Paraguariensis (Paraguay Tea) Leaf Extract, Lecithin, Superoxide Dismutase, Butylene Glycol, Saccharomyces Lysate Extract, Squalane, Ubiquinone, Retinyl Palmitate, Tocopheryl Acetate, Dimethicone, Cyclomethicone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Disodium EDTA, Polysorbate 20, PPG-2 Myristyl Ether Propionate, Aminomethyl Propanol, Phenoxyethanol, Methylparaben, Ethylparaben, Propylparaben, Butylparaben, Isobutylparaben.",0,0,0,0,0,High
1243,Eye cream,PHILOSOPHY,Purity Made Simple Hydra-Bounce Eye Gel,24,3.3,"Water, Glycerin, Caprylic/Capric Triglyceride, Butylene Glycol, Peg-240/Hdi Copolymer Bis-Decyltetradeceth-20 Ether, Limnanthes Alba (Meadowfoam) Seed Oil, Polyglyceryl-2 Diisostearate, Polysorbate 20, Butyrospermum Parkii (Shea) Butter Extract, Phenoxyethanol, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Bisabolol, Cetearyl Olivate, Cyclopentasiloxane, Sorbitan Olivate, Caffeine, Panthenol, Propylene Glycol, Creatine, Dimethiconol, Salvia Hispanica Seed Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Peg-8, Lecithin, Cyclohexasiloxane, Hydrogenated Lecithin, Ascorbyl Glucoside, Bht, Disodium Edta, Ginkgo Biloba Leaf Extract, Sodium Hydroxide, Tocopherol, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Glucose, Lactic Acid, Chlorphenesin, Alcohol Denat., Ascorbyl Palmitate, Pantolactone, Potassium Sorbate, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Sorbic Acid, Citric Acid, Ascorbic Acid, Sodium Benzoate, Angelica Archangelica Root Extract, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Polyglyceryl-3 Diisostearate, Magnesium Aluminum Silicate, Xanthan Gum, Farnesol, Caprylyl Glycol, Sclerotium Gum, Fd&C Yellow No. 5 (Ci 19140).",1,1,1,1,1,High
1254,Eye cream,BEAUTYBIO,Bright Eyes Collagen-Infused Brightening Colloidal Silver Eye Masks,40,5.0,"Water, Glycerin, Colloidal Silver, Propylene Glycol, Betaine, Hamamelis Virginiana Extract, Chondrus Crispus Powder, Mica, Niacinamide, Glucomannan, Xanthan Gum, Aloe Yohjyu Matsu Ekisu, Hydrolyzed Collagen, Phenoxyethanol, Diazolidinyl Urea, Algin, Potassium Chloride, Citric Acid, Potassium Citrate, Sodium Hyaluronate, Pearl Powder, Iodopropynyl Butylcarbamate, Fragrance.",1,1,1,1,1,High
1260,Eye cream,KIEHL'S SINCE 1851,Powerful-Strength Line-Reducing Eye-Brightening Concentrate,44,3.1,"Propylene Glycol Cyclopentasiloxane Ascorbic Acid Glycerin Cetyl Peg/Ppg-10/1 Dimethicone Dimethicone Crosspolymer Aqua, Water Lauroyl Lysine Acrylates Copolymer Escin Silica Dimethyl Silylate Adenosine N-Hydroxysuccinimide Palmitoyl Oligopeptide Chrysin Palmitoyl Tetrapeptide-7.",1,1,1,1,0,High
